Id,Label,timeset,country,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
QUANDE HUANG,QUANDE HUANG,,CN,16,0.120238,0.123771,0,1189
HUBERT GASTEIGER,HUBERT GASTEIGER,,US,13,0.193509,0.208703,0,1147
YOSHIYUKI HORII,YOSHIYUKI HORII,,JP,14,0.183837,0.200848,0,990
HIRONARI TAKASE,HIRONARI TAKASE,,JP,13,0.192625,0.215149,0,0
TAKAHIDE TSUGANE,TAKAHIDE TSUGANE,,JP,13,0.192625,0.215149,0,0
YOSHIAKI KIKUCHI,YOSHIAKI KIKUCHI,,JP,13,0.192625,0.215149,0,0
JIANHUA FANG,JIANHUA FANG,,CN,1,1,1,0,1905
XIAOXIA GUO,XIAOXIA GUO,,CN,1,1,1,0,1905
BINWU CHEN,BINWU CHEN,,CN,1,1,1,0,1905
HUAMING CAI,HUAMING CAI,,CN,1,1,1,0,1905
TING YAN,TING YAN,,CN,1,1,1,0,35
YUICHIRO SUGIYAMA,YUICHIRO SUGIYAMA,,JP,13,0.192623,0.215113,0,0
HIDEYUKI TATEDA,HIDEYUKI TATEDA,,JP,15,0.170765,0.186885,0,1183
HIROSHI KAJITANI,HIROSHI KAJITANI,,JP,18,0.108776,0.112854,0,22
TAKAAKI MATSUBAYASHI,TAKAAKI MATSUBAYASHI,,JP,14,0.167168,0.179206,0,1917
SUSUMU KOBAYASHI,SUSUMU KOBAYASHI,,JP,15,0.170803,0.187136,0,1183
KATSUZOU KOKAWA,KATSUZOU KOKAWA,,JP,15,0.17077,0.186981,0,1183
TERUHISA KANBARA,TERUHISA KANBARA,,JP,15,0.170815,0.187338,0,1183
KAO CHIH JUNG,KAO CHIH JUNG,,TW,18,0.098829,0.102244,0,146
PAN CHUN WEI,PAN CHUN WEI,,TW,18,0.098829,0.102256,0,146
YOSHIHIKO NAKANO,YOSHIHIKO NAKANO,,JP,14,0.173076,0.187063,0.000018,1914
HIDEO OOTA,HIDEO OOTA,,JP,14,0.172938,0.186631,0,1914
NOBUKI MATSUI,NOBUKI MATSUI,,JP,15,0.153063,0.163208,0,38
MASANOBU KAWAZOE,MASANOBU KAWAZOE,,JP,15,0.153062,0.163185,0,38
KAZUO YONEMOTO,KAZUO YONEMOTO,,JP,15,0.153062,0.163185,0,38
JIANE ZUO,JIANE ZUO,,CN,14,0.157865,0.166195,0,1189
LONGTAO CUI,LONGTAO CUI,,CN,14,0.157865,0.166195,0,1189
WENSI SONG,WENSI SONG,,CN,14,0.157865,0.166195,0,1189
SHINSUKE FUKUDA,SHINSUKE FUKUDA,,JP,15,0.170768,0.186933,0,1183
HARALD SCHLAG,HARALD SCHLAG,,US,13,0.19351,0.208715,0,1147
IMASEKI MITSUHARU,IMASEKI MITSUHARU,,JP,14,0.183841,0.200907,0,990
SHIMOYAMA YOSHIROU,SHIMOYAMA YOSHIROU,,JP,14,0.183835,0.200824,0,990
BRENDEL PETER,BRENDEL PETER,,DE,14,0.16524,0.175068,0.000002,1160
TIEFENSTADTER REINER,TIEFENSTADTER REINER,,DE,14,0.153923,0.161511,0,1160
LESSING PAUL A,LESSING PAUL A,,US,16,0.141889,0.148502,0.000056,2968
OKAZAKI HIROSHI,OKAZAKI HIROSHI,,JP,13,0.193722,0.216637,0.000017,1393
KUNIEDA KENJI,KUNIEDA KENJI,,JP,13,0.192678,0.215222,0,1393
DAI HONGLI,DAI HONGLI,,US,14,0.182315,0.19433,0.000764,1086
MANTEGAZZA CLAUDIO,MANTEGAZZA CLAUDIO,,IT,15,0.144393,0.151122,0.000003,1330
OHMORI HIROTO,OHMORI HIROTO,,JP,15,0.164223,0.176473,0,990
HIKICHI KOUETSU,HIKICHI KOUETSU,,JP,15,0.164223,0.176473,0,990
MURAI MASAKAZU,MURAI MASAKAZU,,US,15,0.16423,0.176553,0.000001,990
MATSUMOTO KOJI,MATSUMOTO KOJI,,JP,15,0.166917,0.179929,0.000057,990
GARDNER WILLIAM,GARDNER WILLIAM,,US,1,1,1,0,1906
JONES DANIAL S,JONES DANIAL S,,US,1,1,1,0,1906
RICHARDSON CURTIS A,RICHARDSON CURTIS A,,US,14,0.160463,0.169118,0,1281
OKAMOTO TAKASHI,OKAMOTO TAKASHI,,JP,14,0.173747,0.186818,0.000236,2020
BOWEN RONALD R,BOWEN RONALD R,,US,2,0.636364,0.714286,0,2140
MINTA MOSES,MINTA MOSES,,US,2,0.56,0.607143,0,2140
HANLON GREGORY A,HANLON GREGORY A,,US,15,0.151667,0.158894,0.000004,238
KASCHMITTER JAMES L,KASCHMITTER JAMES L,,US,13,0.181921,0.193341,0.00036,1179
KUROSAWA ATSUSHI,KUROSAWA ATSUSHI,,JP,15,0.144879,0.153609,0,997
HART NIGEL THOMAS,HART NIGEL THOMAS,,GB,14,0.162339,0.171849,0.000159,2030
AGNEW GERARDANIEL,AGNEW GERARDANIEL,,GB,14,0.161841,0.171098,0.000178,2030
CHANG CHUN LUNG,CHANG CHUN LUNG,,TW,17,0.114806,0.119787,0.000001,975
MICHAEL EDWARD BADDING,MICHAEL EDWARD BADDING,,US,16,0.140997,0.147007,0,643
JACQUELINE LESLIE BROWN,JACQUELINE LESLIE BROWN,,US,16,0.140995,0.146972,0,643
LACIRE ERIC,LACIRE ERIC,,FR,15,0.145382,0.153331,0,4
O'BRIEN JOHN F,O'BRIEN JOHN F,,US,14,0.172321,0.183807,0.000015,1281
RINGLER JÜRGEN,RINGLER JÜRGEN,,DE,14,0.17114,0.182296,0.00001,1281
BLATT CHRISTOPHER S,BLATT CHRISTOPHER S,,US,1,1,1,0,1907
PEARCE RICHARD H,PEARCE RICHARD H,,US,1,1,1,0,1907
WILLIAMS GRAHAM,WILLIAMS GRAHAM,,GB,1,1,1,0,1907
WENTWORTH EDWARD H,WENTWORTH EDWARD H,,US,1,1,1,0,1907
ONISHI T,ONISHI T,,JP,16,0.123287,0.128009,0,1908
OGASAWARA T,OGASAWARA T,,JP,16,0.123287,0.128009,0,1908
KATO M,KATO M,,JP,16,0.123287,0.128009,0,1908
XIAOLAN WANG,XIAOLAN WANG,,CN,3,0.446809,0.492063,0,3551
ZHUCHUAN LI,ZHUCHUAN LI,,CN,3,0.446809,0.492063,0,3551
NARHARILAL PATEL DEVANG,NARHARILAL PATEL DEVANG,,US,2,0.6,0.666667,0,1969
LESLIE GOODALL KEITH,LESLIE GOODALL KEITH,,US,2,0.6,0.666667,0,1969
TAKAO UETE,TAKAO UETE,,JP,14,0.158859,0.168097,0,12
TAKASHI AMANO,TAKASHI AMANO,,JP,13,0.192625,0.215149,0,0
ATSUSHI TAKUMI,ATSUSHI TAKUMI,,JP,13,0.192625,0.215149,0,0
SHUGOU ZHANG,SHUGOU ZHANG,,JP,13,0.192625,0.215149,0,0
HIROSHI TABATA,HIROSHI TABATA,,JP,13,0.192625,0.215149,0,0
XINFANG HE,XINFANG HE,,CN,20,0.08254,0.084513,0,146
FLY GERALD W A,FLY GERALD W A,,US,13,0.193508,0.208691,0,1147
UMENO HIROSHI,UMENO HIROSHI,,JP,14,0.183837,0.200848,0,990
HATSUGAI TSUTOMU,HATSUGAI TSUTOMU,,JP,14,0.183836,0.200836,0,990
IYER RAHUL HARI,IYER RAHUL HARI,,US,14,0.173291,0.185017,0,1096
YAMAMOTO TETSU,YAMAMOTO TETSU,,JP,15,0.160249,0.169139,0.000338,1160
HERDEG WOLFGANG,HERDEG WOLFGANG,,DE,14,0.162249,0.173471,0.000095,1089
SCHLEICHER ANDREAS,SCHLEICHER ANDREAS,,DE,15,0.158075,0.166454,0,1160
HELMER METZMANN FREDDY,HELMER METZMANN FREDDY,,DE,14,0.172956,0.184197,0.00005,1160
MANGHI MANUELA,MANGHI MANUELA,,IT,16,0.1235,0.128362,0.000001,1330
POLASTRI FABIO,POLASTRI FABIO,,IT,15,0.130974,0.136973,0,1330
GERARD DAVID,GERARD DAVID,,FR,15,0.145384,0.153379,0,4
CHAPUT CHRISTOPHE,CHAPUT CHRISTOPHE,,FR,15,0.155804,0.166293,0,1141
TERRACOL THIERRY,TERRACOL THIERRY,,FR,15,0.155804,0.166293,0,1141
BACH GISELE,BACH GISELE,,FR,15,0.155804,0.166293,0,1141
GOURIOU GUYLAINE,GOURIOU GUYLAINE,,FR,15,0.155804,0.166293,0,1141
CHO SUNG WOOK,CHO SUNG WOOK,,KR,17,0.108532,0.111364,0,2074
YOU JONG HYUN,YOU JONG HYUN,,KR,17,0.10853,0.111281,0,2074
WRIGHT GARY JOHNOHN J,WRIGHT GARY JOHNOHN J,,GB,14,0.15027,0.157601,0.000003,2030
CASSIDY MARK,CASSIDY MARK,,US,14,0.169916,0.181243,0.000848,2030
LEE KYUNG HEE,LEE KYUNG HEE,,KR,14,0.163126,0.173455,0,3174
KIM HAE JIN,KIM HAE JIN,,KR,14,0.163185,0.173779,0.00066,3174
CHOO DAE HYUN,CHOO DAE HYUN,,KR,14,0.163126,0.173455,0,3174
PARK JUNG KI,PARK JUNG KI,,KR,15,0.161803,0.174236,0.000001,1215
JUNG HO YOUNG,JUNG HO YOUNG,,KR,15,0.163837,0.17631,0.000041,1215
KIM WAN KEUN,KIM WAN KEUN,,KR,15,0.160886,0.173057,0,1215
LO MAN YIN,LO MAN YIN,,TW,16,0.132502,0.139694,0.000001,1138
LIAO I HSUAN,LIAO I HSUAN,,TW,16,0.132081,0.138875,0,1138
DANIEL A KEARL,DANIEL A KEARL,,US,15,0.142593,0.14912,0,10
TED W BARNES,TED W BARNES,,US,15,0.142593,0.14912,0,10
GREGORY S HERMAN,GREGORY S HERMAN,,US,15,0.142593,0.14912,0,10
UENO MASATAKA,UENO MASATAKA,,JP,14,0.163495,0.176609,0.000023,0
CHO TAE KHI,CHO TAE KHI,,KR,15,0.146661,0.155182,0,1215
CHOI KHONG,CHOI KHONG,,KR,15,0.162536,0.174317,0.00003,1215
ASO TAKESHI,ASO TAKESHI,,JP,14,0.175702,0.19108,0,1059
NELSON PATRICIA J,NELSON PATRICIA J,,US,13,0.196482,0.212677,0.000003,1147
REESE WILFRIED HENNING,REESE WILFRIED HENNING,,DE,15,0.144547,0.152137,0.000251,1160
KONDO TAKAHIKO,KONDO TAKAHIKO,,JP,14,0.164529,0.176497,0.000004,1059
MORIMOTO NAOHIRO,MORIMOTO NAOHIRO,,JP,14,0.164526,0.176438,0.000001,1059
MASUGI HIDETOSHI,MASUGI HIDETOSHI,,JP,14,0.164526,0.176438,0.000001,1059
SCHMID OTTMAR,SCHMID OTTMAR,,DE,14,0.189181,0.206538,0.000117,1888
EMETS VIKTOR VLADIMIROVICH,EMETS VIKTOR VLADIMIROVICH,,RU,17,0.122532,0.128138,0,293
SUKAGAWA OSAMU,SUKAGAWA OSAMU,,JP,14,0.183834,0.200812,0,990
MIYANO KOUJI,MIYANO KOUJI,,JP,14,0.185109,0.202749,0.000016,990
CHENGYU YOU,CHENGYU YOU,,CN,2,0.56,0.607143,0,2036
SHENGYAN HU,SHENGYAN HU,,CN,2,0.56,0.607143,0,2036
LI PEI,LI PEI,,CN,17,0.110559,0.113639,0,2074
YAO LUO,YAO LUO,,CN,17,0.110559,0.113639,0,2074
QIAN LIU,QIAN LIU,,CN,17,0.110559,0.113639,0,2074
DEYONG WANG,DEYONG WANG,,CN,17,0.110559,0.113639,0,2074
RUNRU LIU,RUNRU LIU,,CN,17,0.110559,0.113639,0,2074
XIAOMEI LIU,XIAOMEI LIU,,CN,17,0.110559,0.113639,0,2074
YUAN JI,YUAN JI,,CN,17,0.110559,0.113639,0,2074
RENAUT MOSDALE,RENAUT MOSDALE,,FR,14,0.159846,0.171062,0,4
SYLVIE ESCRIBANO,SYLVIE ESCRIBANO,,FR,14,0.159846,0.171062,0,4
PIERRE OLRY,PIERRE OLRY,,FR,14,0.159846,0.171062,0,4
HIROSHI KUROKAWA,HIROSHI KUROKAWA,,JP,14,0.167169,0.17923,0,1917
TAKASHI YASUO,TAKASHI YASUO,,JP,14,0.167173,0.17929,0,1917
LIEVEN ANAF,LIEVEN ANAF,,BE,2,0.55,0.590909,0,2034
RONNY LOSFELD,RONNY LOSFELD,,BE,2,0.55,0.590909,0,2034
ANTHONY CHAN,ANTHONY CHAN,,CA,3,0.576923,0.677778,0,1909
PAWEL WOJCIECHOWSKIM,PAWEL WOJCIECHOWSKIM,,CA,3,0.576923,0.677778,0,1909
RALPH RACKHAM,RALPH RACKHAM,,CA,3,0.576923,0.677778,0,1909
TRACEY DEMALINE,TRACEY DEMALINE,,CA,3,0.576923,0.677778,0,1909
BRIAN CHAPNIK,BRIAN CHAPNIK,,CA,3,0.576923,0.677778,0,1909
TOME MOJSOV,TOME MOJSOV,,CA,3,0.576923,0.677778,0,1909
ZHIQUN TIAN,ZHIQUN TIAN,,CN,14,0.158003,0.167379,0.000065,1890
HIROYASU BITOH,HIROYASU BITOH,,JP,16,0.137503,0.14459,0,1127
MASAYOSHI TATEMOTO,MASAYOSHI TATEMOTO,,JP,15,0.153062,0.163196,0,38
TADASHI INO,TADASHI INO,,JP,15,0.153062,0.163196,0,38
TAKUYA ARASE,TAKUYA ARASE,,JP,15,0.153062,0.163196,0,38
ATSUSHI SAKAKURA,ATSUSHI SAKAKURA,,JP,15,0.153062,0.163196,0,38
KANAME MIYAZAKI,KANAME MIYAZAKI,,JP,15,0.14988,0.159363,0,1914
HONGTING PU,HONGTING PU,,CN,2,0.571429,0.625,0,2707
LIMING TANG,LIMING TANG,,CN,2,0.571429,0.625,0,2707
KIYOFUMI TAKAMARU,KIYOFUMI TAKAMARU,,JP,15,0.139488,0.147264,0,1213
HIROKI HAYASHI,HIROKI HAYASHI,,JP,15,0.139488,0.147264,0,1213
HIDEAKI IKEDA,HIDEAKI IKEDA,,JP,15,0.139488,0.147264,0,1213
PETER KRITZER,PETER KRITZER,,DE,14,0.163248,0.173388,0,1160
RAOUL FARER,RAOUL FARER,,DE,14,0.163246,0.173341,0,1160
BARNETT CHRISTOPHER JAMES,BARNETT CHRISTOPHER JAMES,,GB,14,0.171112,0.181853,0,1029
MASAKA FUSAZUMI,MASAKA FUSAZUMI,,JP,14,0.188349,0.207946,0.000004,990
KITA KIYONORI,KITA KIYONORI,,JP,14,0.188287,0.207772,0.000004,990
TSUTSUMI MASAMI,TSUTSUMI MASAMI,,JP,17,0.126741,0.132742,0,1110
HIBINO SEIJI,HIBINO SEIJI,,JP,17,0.126741,0.132754,0,1110
YOSHIDA HIROAKI,YOSHIDA HIROAKI,,JP,16,0.137347,0.1446,0.000067,1110
TAKASU YOUICHI,TAKASU YOUICHI,,JP,17,0.12674,0.132718,0,1110
YOSHIDA KENSUKE,YOSHIDA KENSUKE,,JP,17,0.126741,0.132742,0,1110
BEHRUZI KEI P,BEHRUZI KEI P,,DE,16,0.123327,0.127783,0,1017
IKEDA TAKASHI,IKEDA TAKASHI,,JP,14,0.166597,0.179167,0,1160
ROCK JEFFREY ALLANLLAN,ROCK JEFFREY ALLANLLAN,,US,13,0.19351,0.208715,0,1147
KAZACOS MARIA SKYLLAS,KAZACOS MARIA SKYLLAS,,AU,17,0.101675,0.104155,0.000126,1137
MIKI TAKASHI,MIKI TAKASHI,,JP,15,0.150307,0.159248,0,38
SCHMIDT GERHARD,SCHMIDT GERHARD,,CA,14,0.186118,0.201555,0.000027,1888
JARRETT FRANK N,JARRETT FRANK N,,US,14,0.184499,0.199277,0.00001,1888
UMPLEBY ROBERT,UMPLEBY ROBERT,,US,16,0.122886,0.127758,0,4
PARVOLE JULIEN,PARVOLE JULIEN,,US,16,0.122886,0.127758,0,4
LIN THERESA,LIN THERESA,,AU,13,0.170325,0.181828,0,4
XU ZHIQIANG,XU ZHIQIANG,,US,14,0.167573,0.178048,0.000035,1151
KAUFMAN ARTHUR,KAUFMAN ARTHUR,,US,14,0.168164,0.178826,0.000556,1151
BARKER JARROD DAVID,BARKER JARROD DAVID,,AU,13,0.166556,0.178214,0,28
TANAKA HIDEKI,TANAKA HIDEKI,,JP,16,0.134564,0.141727,0.000023,1110
YOSHIZUMI KIMIO,YOSHIZUMI KIMIO,,JP,16,0.132762,0.139229,0,1110
ANDO HITOSHI,ANDO HITOSHI,,JP,16,0.132764,0.139288,0.000131,1110
MIZUGAKI AKIRA,MIZUGAKI AKIRA,,JP,16,0.132762,0.139229,0,1110
FIERRO CRISTIAN,FIERRO CRISTIAN,,US,15,0.147057,0.154107,0.000001,648
VAN BROCKLIN ANDY,VAN BROCKLIN ANDY,,US,14,0.15245,0.160449,0,10
KOLL ANDREW,KOLL ANDREW,,US,14,0.15245,0.160449,0,10
GORE MAKARAND,GORE MAKARAND,,US,14,0.174741,0.1872,0.000218,10
SHIVJI SHANE,SHIVJI SHANE,,US,14,0.15245,0.160449,0,10
TIEFENSTAEDTER REINER,TIEFENSTAEDTER REINER,,DE,14,0.16522,0.174944,0,1160
CHO IL HEE,CHO IL HEE,,KR,14,0.175707,0.192329,0,11
ARNOLD JÜRGEN,ARNOLD JÜRGEN,,DE,2,0.647059,0.727273,0,3440
BECKMANN FRANK,BECKMANN FRANK,,DE,2,0.647059,0.727273,0,3440
SCHNEIDER BERNDT,SCHNEIDER BERNDT,,DE,2,0.647059,0.727273,0,3440
SHIMIZU KIYOSHI,SHIMIZU KIYOSHI,,JP,14,0.188095,0.207344,0,990
SHIMOYAMA NAOYUKI,SHIMOYAMA NAOYUKI,,JP,1,1,1,0,1910
SAITOH FUMIO,SAITOH FUMIO,,JP,1,1,1,0,1910
KIMURA TORU,KIMURA TORU,,JP,1,1,1,0,1910
TOBITA MASAYUKI,TOBITA MASAYUKI,,JP,1,1,1,0,1910
MELCHER JOERG,MELCHER JOERG,,DE,15,0.151128,0.158811,0,1017
JUNGE MONIKA,JUNGE MONIKA,,DE,15,0.151128,0.158811,0,1017
LURA FRANZ NAT,LURA FRANZ NAT,,DE,15,0.151127,0.158799,0,1017
NIEDERSTADT TIMO,NIEDERSTADT TIMO,,DE,15,0.151128,0.158811,0,1017
HALUZAK CHARLES C,HALUZAK CHARLES C,,US,15,0.142592,0.149084,0,10
SCHMIDT IHN EBERHARD,SCHMIDT IHN EBERHARD,,DE,14,0.173136,0.186147,0.000002,1888
WENGER DAVID,WENGER DAVID,,DE,14,0.173136,0.186159,0.000002,1888
MAIER UWE,MAIER UWE,,DE,14,0.166289,0.177678,0.000044,28
OKADA TAKASHI,OKADA TAKASHI,,JP,15,0.160085,0.171675,0,990
SHINODA MAYUMI,SHINODA MAYUMI,,JP,15,0.160085,0.171675,0,990
YOSHII KIMIHIKO,YOSHII KIMIHIKO,,JP,15,0.160085,0.171675,0,990
CHIAVAROTTI GIOVANNI PIETRO,CHIAVAROTTI GIOVANNI PIETRO,,IT,1,1,1,0,1911
SUNSERI CARMELO,SUNSERI CARMELO,,IT,2,0.777778,0.857143,0,1911
GULLO UMBERTO,GULLO UMBERTO,,IT,2,0.777778,0.857143,0,1911
DI QUARTO FRANCESCO,DI QUARTO FRANCESCO,,IT,2,0.777778,0.857143,0,1911
BOCCHETTA PATRIZIA,BOCCHETTA PATRIZIA,,IT,2,0.777778,0.857143,0,1911
SHIMIZU T,SHIMIZU T,,JP,14,0.160405,0.171586,0.000033,38
JUNG JONG HWA,JUNG JONG HWA,,KR,14,0.160405,0.171586,0.000033,38
ITOU YASUYUKI,ITOU YASUYUKI,,JP,14,0.17574,0.191162,0,1059
GERTEISEN DIETMAR,GERTEISEN DIETMAR,,DE,14,0.160465,0.170787,0,28
SCHREIBER DEJAN,SCHREIBER DEJAN,,DE,1,1,1,0,39
SHINJI MIYAUCHI,SHINJI MIYAUCHI,,JP,15,0.170802,0.187088,0,1183
TETSUYA UEDA,TETSUYA UEDA,,JP,15,0.170806,0.187159,0,1183
YOSHIAKI YAMAMOTO,YOSHIAKI YAMAMOTO,,JP,15,0.170798,0.187052,0,1183
HAOLIN TANG,HAOLIN TANG,,CN,17,0.112551,0.115973,0.000016,2522
CHAOHUI YUAN,CHAOHUI YUAN,,CN,17,0.112545,0.115795,0,2522
MINFANG HAN,MINFANG HAN,,CN,2,0.8,0.875,0,1912
HUIYAN YIN,HUIYAN YIN,,CN,2,0.8,0.875,0,1912
SUPING PENG,SUPING PENG,,CN,2,0.8,0.875,0,1912
NIANCAI CHENG,NIANCAI CHENG,,CN,17,0.112545,0.115795,0,2522
SCHUMER STEVEN EDWARD,SCHUMER STEVEN EDWARD,,US,14,0.175877,0.187845,0,1151
GHOSH DEBABRATA,GHOSH DEBABRATA,,CA,14,0.174837,0.18634,0.000122,1151
CHAKLADER ASOKE CHANDRA DAS,CHAKLADER ASOKE CHANDRA DAS,,CA,15,0.153585,0.161233,0,1151
TANG ZHAOLIN,TANG ZHAOLIN,,CA,15,0.153585,0.161233,0,1151
XIE ZHONG,XIE ZHONG,,CA,15,0.153585,0.161233,0,1151
NAZRI GHOLAM ABBAS,NAZRI GHOLAM ABBAS,,US,13,0.196835,0.212408,0.000022,1147
BEGUERY PATRICK RENE,BEGUERY PATRICK RENE,,FR,15,0.145383,0.153355,0,4
PATEL PINAKIN,PATEL PINAKIN,,US,13,0.181478,0.194037,0.000351,987
ROCKE MICHAEL,ROCKE MICHAEL,,US,2,0.538462,0.571429,0,2457
NGUYEN DON J,NGUYEN DON J,,US,2,0.518519,0.535714,0,2457
MERTEN CLEMENS,MERTEN CLEMENS,,DE,15,0.151361,0.158815,0,1393
ACOSTA MARIA,ACOSTA MARIA,,DE,15,0.151361,0.158815,0,1393
ZHU ZHENPING,ZHU ZHENPING,,CN,15,0.150261,0.156971,0,990
SU DANGSHENG,SU DANGSHENG,,DE,15,0.150261,0.156971,0,990
SCHLÖGL ROBERT,SCHLÖGL ROBERT,,DE,14,0.164647,0.174321,0.000116,990
SAMUEL SEBASTIEN,SAMUEL SEBASTIEN,,FR,15,0.145419,0.153469,0,4
OLIVIER GÉRARD,OLIVIER GÉRARD,,FR,15,0.146114,0.154616,0.001784,4
OULEFKI ABDELHAKIM,OULEFKI ABDELHAKIM,,FR,15,0.146079,0.154477,0,4
PAUL ADAMS,PAUL ADAMS,,US,15,0.165538,0.176068,0,1096
MOON SANG HEUP,MOON SANG HEUP,,KR,15,0.158291,0.169727,0,1047
SEO SANG JOON,SEO SANG JOON,,KR,15,0.158291,0.169727,0,1047
KIM HYUN TAE,KIM HYUN TAE,,KR,15,0.158291,0.169727,0,1047
BURCHARDT TRYGVE,BURCHARDT TRYGVE,,NO,2,0.75,0.833333,0,271
KOICHI SHIRAISHI,KOICHI SHIRAISHI,,JP,15,0.147026,0.156016,0,0
MUNEHISA HORIGUCHI,MUNEHISA HORIGUCHI,,JP,15,0.147027,0.15604,0,0
MASAO ANDO,MASAO ANDO,,JP,15,0.147026,0.156016,0,0
SCHNEIDER ECHKHARD,SCHNEIDER ECHKHARD,,DE,14,0.163348,0.173627,0,1160
EDLINGER BERNHARD,EDLINGER BERNHARD,,DE,14,0.174928,0.186601,0.000064,1281
KIMATA RYUTA,KIMATA RYUTA,,JP,14,0.16242,0.174965,0,0
KUWABARA YOUHEI,KUWABARA YOUHEI,,JP,14,0.16242,0.174965,0,0
DEWAKI KENJI,DEWAKI KENJI,,JP,13,0.192791,0.215508,0.000019,0
NAGAMIYA KIYOMI,NAGAMIYA KIYOMI,,JP,13,0.192629,0.215188,0,0
YAMASHITA MASASHI,YAMASHITA MASASHI,,JP,13,0.19263,0.2152,0,0
MAEDA IWAO,MAEDA IWAO,,JP,13,0.19263,0.2152,0,0
YAMAOKA MASAAKI,YAMAOKA MASAAKI,,JP,13,0.192888,0.215858,0,0
LEE JONG HEUN,LEE JONG HEUN,,KR,16,0.126053,0.131409,0,1941
CHO YOON HO,CHO YOON HO,,KR,16,0.126053,0.131409,0,1941
CHO PYEONG SUK,CHO PYEONG SUK,,KR,16,0.126053,0.131409,0,1941
KIM DOH YEON,KIM DOH YEON,,KR,16,0.126053,0.131409,0,1941
GUANGYUAN HE,GUANGYUAN HE,,CN,18,0.104178,0.106758,0,2074
CHUNSHAN CHEN,CHUNSHAN CHEN,,CN,18,0.104178,0.106758,0,2074
RALF SENNER,RALF SENNER,,US,13,0.195075,0.210411,0,1147
DAN ZHENG,DAN ZHENG,,CN,17,0.113885,0.117404,0.000013,2074
BAOJIA XIA,BAOJIA XIA,,CN,17,0.113885,0.117404,0.000013,2074
HAO LIU,HAO LIU,,CN,15,0.155872,0.164857,0.000004,1890
YUYU JIANG,YUYU JIANG,,CN,16,0.136371,0.14248,0,1890
INTAE BAE,INTAE BAE,,US,15,0.143939,0.149282,0,1151
ROBERT CHAPMAN ALAN,ROBERT CHAPMAN ALAN,,GB,17,0.118642,0.12249,0,1096
SYLVAIN JAMAIS,SYLVAIN JAMAIS,,GB,17,0.118642,0.12249,0,1096
MICHAEL MELLOR IAN,MICHAEL MELLOR IAN,,GB,17,0.118642,0.12249,0,1096
CHRISTOPHER TURPIN MARK,CHRISTOPHER TURPIN MARK,,GB,17,0.118642,0.122502,0,1096
ALEXANDRE JOUVRAY,ALEXANDRE JOUVRAY,,GB,17,0.118642,0.12249,0,1096
KAZUHIRO YAMADA,KAZUHIRO YAMADA,,JP,14,0.175702,0.191068,0,1059
HIDEO OHARA,HIDEO OHARA,,JP,15,0.170815,0.187338,0,1183
FA TSENG WEN,FA TSENG WEN,,CN,1,1,1,0,40
SHINSUKE ANDOH,SHINSUKE ANDOH,,JP,15,0.153245,0.165115,0,17
KEN TAKAHASHI,KEN TAKAHASHI,,JP,15,0.153245,0.165115,0,17
SVOBODA CHARLES J,SVOBODA CHARLES J,,US,2,0.833333,0.9,0,1530
DICKMAN ANTHONY J,DICKMAN ANTHONY J,,US,16,0.137385,0.144274,0.000001,1241
YAMADA SHUHEI,YAMADA SHUHEI,,JP,16,0.130448,0.136319,0,1059
MIURA HIROTSUNA,MIURA HIROTSUNA,,JP,16,0.130448,0.136319,0,1059
YAMAZAKI YASUNORI,YAMAZAKI YASUNORI,,JP,16,0.130448,0.136308,0,1059
SUZUKI MASA AKI,SUZUKI MASA AKI,,JP,14,0.17782,0.196247,0,1183
SASAKI HIDEHIRO,SASAKI HIDEHIRO,,JP,14,0.17782,0.196247,0,1183
MORINAGA YASUNORI,MORINAGA YASUNORI,,JP,14,0.17782,0.196247,0,1183
DEGUCHI MASAHIRO,DEGUCHI MASAHIRO,,JP,14,0.177826,0.196305,0,1183
MAAS MARINUS FRANS VAN DER,MAAS MARINUS FRANS VAN DER,,NL,2,0.8,0.875,0,46
MEER MATINUS VAN DER,MEER MATINUS VAN DER,,NL,3,0.571429,0.708333,0,46
LIAO YUAN KAI,LIAO YUAN KAI,,TW,2,0.529412,0.555556,0,1925
YAMAMOTO RYUJI,YAMAMOTO RYUJI,,JP,15,0.156274,0.167236,0,38
MORITA TOSHIO,MORITA TOSHIO,,JP,15,0.156276,0.167271,0,38
STONE KEVIN T,STONE KEVIN T,,US,17,0.109938,0.112648,0,1032
MORII KATSUYUKI,MORII KATSUYUKI,,JP,15,0.150007,0.159072,0,1059
MALONE MAURA H,MALONE MAURA H,,CA,14,0.191642,0.207617,0,990
KUSAKABE KATSUKI,KUSAKABE KATSUKI,,JP,17,0.117869,0.122327,0,1220
HASEGAWA YASUHISA,HASEGAWA YASUHISA,,JP,17,0.117869,0.122327,0,1220
MOROOKA SHIGEHARU,MOROOKA SHIGEHARU,,JP,17,0.117869,0.122327,0,1220
ANDO YASUNORI,ANDO YASUNORI,,JP,17,0.117869,0.122327,0,1220
SCHILD JOHN,SCHILD JOHN,,CH,14,0.156632,0.165632,0.000308,1151
JENNE MARKUS,JENNE MARKUS,,CH,14,0.156598,0.165508,0,1151
HOLOCH PHILIP,HOLOCH PHILIP,,CH,14,0.156787,0.165832,0.000008,1151
ADAMZ POL,ADAMZ POL,,US,2,0.8,0.875,0,1913
